"term";"estimate";"std.error";"statistic";"p.value";"conf.low";"conf.high";"case";"model";"null.deviance";"df.null";"logLik";"AIC";"BIC";"deviance";"df.residual";"nobs";"dependent";"cause"
"146";"scale(perc_rural)";0.987590089127781;0.0835610272590349;-0.149442357055042;0.881204590869278;0.836096063642978;1.16031858456762;"Base";"deathsAdj_LCA.rsd";108.084477667197;100;-251.06479814928;532.129596298561;571.356404051179;52.1196614368063;87;101;"deathsAdj_LCA";"LCA"
"147";"scale(perc_woodHeating)";0.867936696172982;0.0836165410319032;-1.69388132909738;0.0902878355312565;0.736287790350196;1.02191726936457;"Base";"deathsAdj_LCA.rsd";108.084477667197;100;-251.06479814928;532.129596298561;571.356404051179;52.1196614368063;87;101;"deathsAdj_LCA";"LCA"
"148";"scale(log(income_median))";1.01363942725056;0.0584031925384169;0.231960735604279;0.816568510528401;0.904113613572436;1.13673250418895;"Base";"deathsAdj_LCA.rsd";108.084477667197;100;-251.06479814928;532.129596298561;571.356404051179;52.1196614368063;87;101;"deathsAdj_LCA";"LCA"
"149";"scale(perc_less_highschool)";1.00505266461293;0.0718114502711614;0.0701829961513642;0.944048008054957;0.872789668586333;1.15656968246928;"Base";"deathsAdj_LCA.rsd";108.084477667197;100;-251.06479814928;532.129596298561;571.356404051179;52.1196614368063;87;101;"deathsAdj_LCA";"LCA"
"150";"scale(perc_fonasa_AB)";0.949323290580763;0.0639970160700417;-0.812629667914381;0.416430416436023;0.837920168121233;1.07685277423927;"Base";"deathsAdj_LCA.rsd";108.084477667197;100;-251.06479814928;532.129596298561;571.356404051179;52.1196614368063;87;101;"deathsAdj_LCA";"LCA"
"151";"scale(perc_fonasa_CD)";1.00541763520055;0.0339781677945423;0.159014242236993;0.873657652921277;0.940788607283073;1.07484434785658;"Base";"deathsAdj_LCA.rsd";108.084477667197;100;-251.06479814928;532.129596298561;571.356404051179;52.1196614368063;87;101;"deathsAdj_LCA";"LCA"
"152";"scale(perc_overcrowding_medium)";1.00931052325998;0.0383309366047916;0.241774616657725;0.80895480845038;0.93562093169384;1.08733940635005;"Base";"deathsAdj_LCA.rsd";108.084477667197;100;-251.06479814928;532.129596298561;571.356404051179;52.1196614368063;87;101;"deathsAdj_LCA";"LCA"
"153";"scale(hr_anual)";0.981634284672797;0.0420373897400721;-0.440951709281216;0.659247957469481;0.904298339949031;1.06633567697626;"Base";"deathsAdj_LCA.rsd";108.084477667197;100;-251.06479814928;532.129596298561;571.356404051179;52.1196614368063;87;101;"deathsAdj_LCA";"LCA"
"154";"scale(heating_degree_15_winter)";0.958595764385148;0.0668323985220345;-0.632714248538274;0.526920263457352;0.840401706577944;1.09212072318593;"Base";"deathsAdj_LCA.rsd";108.084477667197;100;-251.06479814928;532.129596298561;571.356404051179;52.1196614368063;87;101;"deathsAdj_LCA";"LCA"
"155";"(Intercept)";0.000518842369360951;0.118687246000125;-63.7297662197313;0;0.000410967786834039;0.000654284927130482;"Base";"deathsAdj_RSP.rsd";221.911838743468;104;-363.927189727081;757.854379454163;797.663784706526;109.043338262735;91;105;"deathsAdj_RSP";"Pulmonary (all J)"
"156";"mp25_10um";1.10658385210821;0.043443532516883;2.33124824710114;0.019740273413932;1.01646065588285;1.20488206700214;"Base";"deathsAdj_RSP.rsd";221.911838743468;104;-363.927189727081;757.854379454163;797.663784706526;109.043338262735;91;105;"deathsAdj_RSP";"Pulmonary (all J)"
"157";"scale(urbanDensity)";0.952638587744439;0.0173162140906108;-2.80197988815816;0.00507900398226217;0.920902440221884;0.985455089855191;"Base";"deathsAdj_RSP.rsd";221.911838743468;104;-363.927189727081;757.854379454163;797.663784706526;109.043338262735;91;105;"deathsAdj_RSP";"Pulmonary (all J)"
"158";"scale(perc_female)";1.19879704390954;0.0611086671431694;2.96715014513304;0.00300574138110462;1.06330894441325;1.35189895742295;"Base";"deathsAdj_RSP.rsd";221.911838743468;104;-363.927189727081;757.854379454163;797.663784706526;109.043338262735;91;105;"deathsAdj_RSP";"Pulmonary (all J)"
"159";"scale(perc_ethnicityOrig)";1.00465827249147;0.0375775889013663;0.123676277611981;0.90157159515531;0.932919565417022;1.08074143921003;"Base";"deathsAdj_RSP.rsd";221.911838743468;104;-363.927189727081;757.854379454163;797.663784706526;109.043338262735;91;105;"deathsAdj_RSP";"Pulmonary (all J)"
"160";"scale(perc_rural)";1.14748657086178;0.0527895302353962;2.60608418597251;0.00915839486051653;1.03418300611192;1.27173088435311;"Base";"deathsAdj_RSP.rsd";221.911838743468;104;-363.927189727081;757.854379454163;797.663784706526;109.043338262735;91;105;"deathsAdj_RSP";"Pulmonary (all J)"
"161";"scale(perc_woodHeating)";0.925206852748932;0.0477280091623315;-1.62876984062176;0.103361751521767;0.842564819732578;1.01576287111752;"Base";"deathsAdj_RSP.rsd";221.911838743468;104;-363.927189727081;757.854379454163;797.663784706526;109.043338262735;91;105;"deathsAdj_RSP";"Pulmonary (all J)"
"162";"scale(log(income_median))";0.983076087066869;0.0399048457298981;-0.42773649670282;0.668842975202272;0.909305619750272;1.0629260539598;"Base";"deathsAdj_RSP.rsd";221.911838743468;104;-363.927189727081;757.854379454163;797.663784706526;109.043338262735;91;105;"deathsAdj_RSP";"Pulmonary (all J)"
"163";"scale(perc_less_highschool)";0.911503936616785;0.0438307775894633;-2.11402514705706;0.0345131195604232;0.836267074546961;0.993271683725962;"Base";"deathsAdj_RSP.rsd";221.911838743468;104;-363.927189727081;757.854379454163;797.663784706526;109.043338262735;91;105;"deathsAdj_RSP";"Pulmonary (all J)"
"164";"scale(perc_fonasa_AB)";1.06143638968087;0.0387747491668002;1.53767791439554;0.124127386316904;0.983885969861335;1.14542604965342;"Base";"deathsAdj_RSP.rsd";221.911838743468;104;-363.927189727081;757.854379454163;797.663784706526;109.043338262735;91;105;"deathsAdj_RSP";"Pulmonary (all J)"
"165";"scale(perc_fonasa_CD)";1.05466230072523;0.0212858776639267;2.50027846762776;0.0124095719204219;1.01166572132278;1.09960966216638;"Base";"deathsAdj_RSP.rsd";221.911838743468;104;-363.927189727081;757.854379454163;797.663784706526;109.043338262735;91;105;"deathsAdj_RSP";"Pulmonary (all J)"
"166";"scale(perc_overcrowding_medium)";1.11330270254269;0.0240358296184581;4.46545873221649;7.98973725031387e-06;1.06199727374299;1.16685726222488;"Base";"deathsAdj_RSP.rsd";221.911838743468;104;-363.927189727081;757.854379454163;797.663784706526;109.043338262735;91;105;"deathsAdj_RSP";"Pulmonary (all J)"
"167";"scale(hr_anual)";0.938514901258973;0.0244967290372329;-2.59040891725557;0.00958619856706629;0.894447264959275;0.984866182177014;"Base";"deathsAdj_RSP.rsd";221.911838743468;104;-363.927189727081;757.854379454163;797.663784706526;109.043338262735;91;105;"deathsAdj_RSP";"Pulmonary (all J)"
"168";"scale(heating_degree_15_winter)";1.00602816222184;0.038060038877265;0.157910126192957;0.87452761863346;0.933510646753959;1.08378244142385;"Base";"deathsAdj_RSP.rsd";221.911838743468;104;-363.927189727081;757.854379454163;797.663784706526;109.043338262735;91;105;"deathsAdj_RSP";"Pulmonary (all J)"
"169";"(Intercept)";0.00513372325997422;0.0556979455510686;-94.6520387640954;0;0.00460308445472506;0.00572546915127012;"Fixed Radius 100km";"deathsAdj_AllCauses.rsd";329.588348902715;190;-824.139557400966;1678.27911480193;1727.06321622263;165.159861765867;177;191;"deathsAdj_AllCauses";"All Causes (A00-Q99)"
"170";"mp25_10um";1.02955091863463;0.0208603352390295;1.3960804323623;0.162690275576407;0.988300715489091;1.07249792581648;"Fixed Radius 100km";"deathsAdj_AllCauses.rsd";329.588348902715;190;-824.139557400966;1678.27911480193;1727.06321622263;165.159861765867;177;191;"deathsAdj_AllCauses";"All Causes (A00-Q99)"
"171";"scale(urbanDensity)";0.998110711623066;0.0078273759064759;-0.241597612774317;0.809091972030577;0.982824922783284;1.01364869595838;"Fixed Radius 100km";"deathsAdj_AllCauses.rsd";329.588348902715;190;-824.139557400966;1678.27911480193;1727.06321622263;165.159861765867;177;191;"deathsAdj_AllCauses";"All Causes (A00-Q99)"
"172";"scale(perc_female)";1.01909602127544;0.0343554616058548;0.550596027691439;0.581910632531925;0.952356373255033;1.09056733980356;"Fixed Radius 100km";"deathsAdj_AllCauses.rsd";329.588348902715;190;-824.139557400966;1678.27911480193;1727.06321622263;165.159861765867;177;191;"deathsAdj_AllCauses";"All Causes (A00-Q99)"
"173";"scale(perc_ethnicityOrig)";1.00038441251884;0.0144627279121277;0.0265744231388395;0.978799173431806;0.972491150140195;1.0289974868163;"Fixed Radius 100km";"deathsAdj_AllCauses.rsd";329.588348902715;190;-824.139557400966;1678.27911480193;1727.06321622263;165.159861765867;177;191;"deathsAdj_AllCauses";"All Causes (A00-Q99)"
"174";"scale(perc_rural)";0.966165002621801;0.0198576801054127;-1.73336709050602;0.0830304430327346;0.929304298671591;1.00444084599916;"Fixed Radius 100km";"deathsAdj_AllCauses.rsd";329.588348902715;190;-824.139557400966;1678.27911480193;1727.06321622263;165.159861765867;177;191;"deathsAdj_AllCauses";"All Causes (A00-Q99)"
"175";"scale(perc_woodHeating)";1.01468724351532;0.0198576337537449;0.734248134683064;0.462797521785516;0.976010366673606;1.05489608225273;"Fixed Radius 100km";"deathsAdj_AllCauses.rsd";329.588348902715;190;-824.139557400966;1678.27911480193;1727.06321622263;165.159861765867;177;191;"deathsAdj_AllCauses";"All Causes (A00-Q99)"
"176";"scale(log(income_median))";0.95616656807147;0.0156286494085301;-2.86801153136985;0.00413060478210157;0.927359777736861;0.98588012612282;"Fixed Radius 100km";"deathsAdj_AllCauses.rsd";329.588348902715;190;-824.139557400966;1678.27911480193;1727.06321622263;165.159861765867;177;191;"deathsAdj_AllCauses";"All Causes (A00-Q99)"
"177";"scale(perc_less_highschool)";0.94907435484629;0.0172087990634849;-3.03729112734342;0.00238714780015903;0.917545442553032;0.981661876697174;"Fixed Radius 100km";"deathsAdj_AllCauses.rsd";329.588348902715;190;-824.139557400966;1678.27911480193;1727.06321622263;165.159861765867;177;191;"deathsAdj_AllCauses";"All Causes (A00-Q99)"
"178";"scale(perc_fonasa_AB)";1.0417460904792;0.01641673447553;2.49125296718454;0.0127293452401925;1.0086847012796;1.07588120325964;"Fixed Radius 100km";"deathsAdj_AllCauses.rsd";329.588348902715;190;-824.139557400966;1678.27911480193;1727.06321622263;165.159861765867;177;191;"deathsAdj_AllCauses";"All Causes (A00-Q99)"
"179";"scale(perc_fonasa_CD)";1.0300483402404;0.00958870605575874;3.08756293501269;0.00201805035097571;1.01084680038811;1.04960500678533;"Fixed Radius 100km";"deathsAdj_AllCauses.rsd";329.588348902715;190;-824.139557400966;1678.27911480193;1727.06321622263;165.159861765867;177;191;"deathsAdj_AllCauses";"All Causes (A00-Q99)"
"180";"scale(perc_overcrowding_medium)";1.04265754572516;0.0117969377831521;3.5409855539212;0.000398635403625222;1.01893394786295;1.0669515233483;"Fixed Radius 100km";"deathsAdj_AllCauses.rsd";329.588348902715;190;-824.139557400966;1678.27911480193;1727.06321622263;165.159861765867;177;191;"deathsAdj_AllCauses";"All Causes (A00-Q99)"
"181";"scale(hr_anual)";0.981586074619923;0.0113064659583301;-1.6438002966251;0.100217460083748;0.960116833013846;1.00347332315078;"Fixed Radius 100km";"deathsAdj_AllCauses.rsd";329.588348902715;190;-824.139557400966;1678.27911480193;1727.06321622263;165.159861765867;177;191;"deathsAdj_AllCauses";"All Causes (A00-Q99)"
"182";"scale(heating_degree_15_winter)";0.99172280277614;0.0151828965023286;-0.547434636725594;0.584080164689577;0.962654829190548;1.02168291249259;"Fixed Radius 100km";"deathsAdj_AllCauses.rsd";329.588348902715;190;-824.139557400966;1678.27911480193;1727.06321622263;165.159861765867;177;191;"deathsAdj_AllCauses";"All Causes (A00-Q99)"
"183";"(Intercept)";0.00141307092611406;0.0701614519788155;-93.5269980317826;0;0.00123120578415576;0.00162097209446844;"Fixed Radius 100km";"deathsAdj_CAN.rsd";197.896731021727;190;-616.643170798197;1263.28634159639;1312.07044301709;119.200990694179;177;191;"deathsAdj_CAN";"CAN"
"184";"mp25_10um";1.01468164755785;0.0263202977789108;0.553751925308222;0.579748633502321;0.96371406748747;1.06845628538782;"Fixed Radius 100km";"deathsAdj_CAN.rsd";197.896731021727;190;-616.643170798197;1263.28634159639;1312.07044301709;119.200990694179;177;191;"deathsAdj_CAN";"CAN"
"185";"scale(urbanDensity)";0.975583141925706;0.00895987068260085;-2.7589563917055;0.00579862723316224;0.958591055216944;0.992857392415885;"Fixed Radius 100km";"deathsAdj_CAN.rsd";197.896731021727;190;-616.643170798197;1263.28634159639;1312.07044301709;119.200990694179;177;191;"deathsAdj_CAN";"CAN"
"186";"scale(perc_female)";1.04280056291739;0.0318434004680757;1.31612649008578;0.188131591207435;0.979916617323331;1.11019702417133;"Fixed Radius 100km";"deathsAdj_CAN.rsd";197.896731021727;190;-616.643170798197;1263.28634159639;1312.07044301709;119.200990694179;177;191;"deathsAdj_CAN";"CAN"
"187";"scale(perc_ethnicityOrig)";0.998954606079299;0.0185290153056606;-0.0564488025288714;0.954984280108273;0.963122901160725;1.03568386381816;"Fixed Radius 100km";"deathsAdj_CAN.rsd";197.896731021727;190;-616.643170798197;1263.28634159639;1312.07044301709;119.200990694179;177;191;"deathsAdj_CAN";"CAN"
"188";"scale(perc_rural)";0.970353478075834;0.0266776851206466;-1.12809126213496;0.259281378967995;0.920838270546502;1.02235094817686;"Fixed Radius 100km";"deathsAdj_CAN.rsd";197.896731021727;190;-616.643170798197;1263.28634159639;1312.07044301709;119.200990694179;177;191;"deathsAdj_CAN";"CAN"
"189";"scale(perc_woodHeating)";1.02380683273177;0.0240469555022673;0.978413625374323;0.32786979196313;0.976615529449909;1.07315275752692;"Fixed Radius 100km";"deathsAdj_CAN.rsd";197.896731021727;190;-616.643170798197;1263.28634159639;1312.07044301709;119.200990694179;177;191;"deathsAdj_CAN";"CAN"
"190";"scale(log(income_median))";0.985171778741436;0.0199463730161337;-0.748971170928638;0.453874581658266;0.947401240576748;1.02445073556347;"Fixed Radius 100km";"deathsAdj_CAN.rsd";197.896731021727;190;-616.643170798197;1263.28634159639;1312.07044301709;119.200990694179;177;191;"deathsAdj_CAN";"CAN"
"191";"scale(perc_less_highschool)";0.943573543835633;0.0224516951230201;-2.58693025188358;0.00968351913935184;0.902911584314919;0.98597813625432;"Fixed Radius 100km";"deathsAdj_CAN.rsd";197.896731021727;190;-616.643170798197;1263.28634159639;1312.07044301709;119.200990694179;177;191;"deathsAdj_CAN";"CAN"
"192";"scale(perc_fonasa_AB)";1.05346971781294;0.0208396955654046;2.49951873442169;0.0124362123399312;1.01135822113847;1.09744480987234;"Fixed Radius 100km";"deathsAdj_CAN.rsd";197.896731021727;190;-616.643170798197;1263.28634159639;1312.07044301709;119.200990694179;177;191;"deathsAdj_CAN";"CAN"
"193";"scale(perc_fonasa_CD)";1.0341453713704;0.011574151130779;2.90089157227616;0.00372102608645278;1.01096710683769;1.05789137177952;"Fixed Radius 100km";"deathsAdj_CAN.rsd";197.896731021727;190;-616.643170798197;1263.28634159639;1312.07044301709;119.200990694179;177;191;"deathsAdj_CAN";"CAN"
"194";"scale(perc_overcrowding_medium)";1.01805222608741;0.0131896801783785;1.35645589660457;0.174954158795749;0.992030108403478;1.04467012799617;"Fixed Radius 100km";"deathsAdj_CAN.rsd";197.896731021727;190;-616.643170798197;1263.28634159639;1312.07044301709;119.200990694179;177;191;"deathsAdj_CAN";"CAN"
"195";"scale(hr_anual)";0.988728770120944;0.0134515483631184;-0.842671137736168;0.399412393385592;0.963054706264316;1.01520090848419;"Fixed Radius 100km";"deathsAdj_CAN.rsd";197.896731021727;190;-616.643170798197;1263.28634159639;1312.07044301709;119.200990694179;177;191;"deathsAdj_CAN";"CAN"
"196";"scale(heating_degree_15_winter)";0.994197162730626;0.0196701959384277;-0.295865845230668;0.767332535468985;0.956565556255181;1.03324060262839;"Fixed Radius 100km";"deathsAdj_CAN.rsd";197.896731021727;190;-616.643170798197;1263.28634159639;1312.07044301709;119.200990694179;177;191;"deathsAdj_CAN";"CAN"
"197";"(Intercept)";0.00182112628958719;0.0763181403360039;-82.6579382187551;0;0.0015679290930352;0.00211477331223491;"Fixed Radius 100km";"deathsAdj_CDP.rsd";293.350786763132;190;-713.742325981378;1457.48465196276;1506.26875338346;156.563740650048;177;191;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"198";"mp25_10um";1.08590741299939;0.0286275853733939;2.87890025432959;0.00399064528781248;1.02665007850218;1.1485961119352;"Fixed Radius 100km";"deathsAdj_CDP.rsd";293.350786763132;190;-713.742325981378;1457.48465196276;1506.26875338346;156.563740650048;177;191;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"199";"scale(urbanDensity)";0.993226468801789;0.0103770034865866;-0.654965153483701;0.512490189922752;0.973127878477907;1.01375303379279;"Fixed Radius 100km";"deathsAdj_CDP.rsd";293.350786763132;190;-713.742325981378;1457.48465196276;1506.26875338346;156.563740650048;177;191;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"200";"scale(perc_female)";1.03727513595371;0.043591317555386;0.839552811298291;0.401159166780557;0.951909073913074;1.13052115157363;"Fixed Radius 100km";"deathsAdj_CDP.rsd";293.350786763132;190;-713.742325981378;1457.48465196276;1506.26875338346;156.563740650048;177;191;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"201";"scale(perc_ethnicityOrig)";0.954954415101847;0.020032405059054;-2.300855657742;0.0213997912208632;0.9180398183333;0.993081795383251;"Fixed Radius 100km";"deathsAdj_CDP.rsd";293.350786763132;190;-713.742325981378;1457.48465196276;1506.26875338346;156.563740650048;177;191;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"202";"scale(perc_rural)";0.994482242954355;0.0274026646947868;-0.20191598731953;0.839982403419696;0.942495955149634;1.04923616758982;"Fixed Radius 100km";"deathsAdj_CDP.rsd";293.350786763132;190;-713.742325981378;1457.48465196276;1506.26875338346;156.563740650048;177;191;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"203";"scale(perc_woodHeating)";0.990479214920202;0.0268133459013475;-0.356777461895484;0.721258410145887;0.939712233046954;1.04394825955;"Fixed Radius 100km";"deathsAdj_CDP.rsd";293.350786763132;190;-713.742325981378;1457.48465196276;1506.26875338346;156.563740650048;177;191;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"204";"scale(log(income_median))";0.935882338506572;0.0214882578503749;-3.08380128307557;0.00204374056436207;0.897321219589387;0.976122145814367;"Fixed Radius 100km";"deathsAdj_CDP.rsd";293.350786763132;190;-713.742325981378;1457.48465196276;1506.26875338346;156.563740650048;177;191;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"205";"scale(perc_less_highschool)";0.936693651168321;0.0236808377902324;-2.76168424615049;0.00575040610687512;0.894103110085217;0.981249628553449;"Fixed Radius 100km";"deathsAdj_CDP.rsd";293.350786763132;190;-713.742325981378;1457.48465196276;1506.26875338346;156.563740650048;177;191;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"206";"scale(perc_fonasa_AB)";1.04049235287261;0.0223048114756324;1.77961680573741;0.0751386939563593;0.995974264507244;1.08700799286365;"Fixed Radius 100km";"deathsAdj_CDP.rsd";293.350786763132;190;-713.742325981378;1457.48465196276;1506.26875338346;156.563740650048;177;191;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"207";"scale(perc_fonasa_CD)";1.02701402084181;0.0128697642703186;2.07117881298441;0.0383420887942165;1.001390731753;1.0532920617311;"Fixed Radius 100km";"deathsAdj_CDP.rsd";293.350786763132;190;-713.742325981378;1457.48465196276;1506.26875338346;156.563740650048;177;191;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"208";"scale(perc_overcrowding_medium)";1.06158851967908;0.0155176416831942;3.85151242884737;0.000117390570924345;1.02990343143369;1.09425897841214;"Fixed Radius 100km";"deathsAdj_CDP.rsd";293.350786763132;190;-713.742325981378;1457.48465196276;1506.26875338346;156.563740650048;177;191;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"209";"scale(hr_anual)";0.973441333132873;0.0152315600180267;-1.76723328492718;0.0771891675327566;0.944705796382157;1.00300190768056;"Fixed Radius 100km";"deathsAdj_CDP.rsd";293.350786763132;190;-713.742325981378;1457.48465196276;1506.26875338346;156.563740650048;177;191;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"210";"scale(heating_degree_15_winter)";0.979510702796168;0.0210019339841134;-0.985724213656869;0.32426846408027;0.940012715379157;1.02066888101423;"Fixed Radius 100km";"deathsAdj_CDP.rsd";293.350786763132;190;-713.742325981378;1457.48465196276;1506.26875338346;156.563740650048;177;191;"deathsAdj_CDP";"Cardiopulmonary (all I and J)"
"211";"(Intercept)";0.00132240756982881;0.0858635121945062;-77.1957857040349;0;0.00111724313660683;0.00156467253495187;"Fixed Radius 100km";"deathsAdj_CVD.rsd";268.332097819539;190;-668.306882540483;1366.61376508097;1415.39786650167;153.414577910057;177;191;"deathsAdj_CVD";"Cardiovascular (all I)"
"212";"mp25_10um";1.06588305705307;0.0323210149757704;1.97405982444738;0.0483749408814705;1.00041531071235;1.13568163140002;"Fixed Radius 100km";"deathsAdj_CVD.rsd";268.332097819539;190;-668.306882540483;1366.61376508097;1415.39786650167;153.414577910057;177;191;"deathsAdj_CVD";"Cardiovascular (all I)"
"213";"scale(urbanDensity)";1.00084559405665;0.0115599228647353;0.0731178532332818;0.941712334858702;0.978310965626789;1.02390956299098;"Fixed Radius 100km";"deathsAdj_CVD.rsd";268.332097819539;190;-668.306882540483;1366.61376508097;1415.39786650167;153.414577910057;177;191;"deathsAdj_CVD";"Cardiovascular (all I)"
"214";"scale(perc_female)";1.01035329609699;0.0436736470375123;0.235841714685661;0.813555497377345;0.927239880426972;1.10122208981508;"Fixed Radius 100km";"deathsAdj_CVD.rsd";268.332097819539;190;-668.306882540483;1366.61376508097;1415.39786650167;153.414577910057;177;191;"deathsAdj_CVD";"Cardiovascular (all I)"
"215";"scale(perc_ethnicityOrig)";0.945775004535524;0.022328158067952;-2.49687308760929;0.0125293789714711;0.90506640473728;0.987900458633086;"Fixed Radius 100km";"deathsAdj_CVD.rsd";268.332097819539;190;-668.306882540483;1366.61376508097;1415.39786650167;153.414577910057;177;191;"deathsAdj_CVD";"Cardiovascular (all I)"
"216";"scale(perc_rural)";0.982595305195245;0.0310278455927429;-0.56587677502292;0.571477550712577;0.924619644861714;1.04406134907515;"Fixed Radius 100km";"deathsAdj_CVD.rsd";268.332097819539;190;-668.306882540483;1366.61376508097;1415.39786650167;153.414577910057;177;191;"deathsAdj_CVD";"Cardiovascular (all I)"
"217";"scale(perc_woodHeating)";0.98517485693166;0.0302204551533733;-0.494239208557059;0.621137252370412;0.928426308098283;1.04531135473551;"Fixed Radius 100km";"deathsAdj_CVD.rsd";268.332097819539;190;-668.306882540483;1366.61376508097;1415.39786650167;153.414577910057;177;191;"deathsAdj_CVD";"Cardiovascular (all I)"
"218";"scale(log(income_median))";0.91634801230907;0.0244305444005831;-3.57581308576829;0.000349141050474658;0.87351818837182;0.961301123560025;"Fixed Radius 100km";"deathsAdj_CVD.rsd";268.332097819539;190;-668.306882540483;1366.61376508097;1415.39786650167;153.414577910057;177;191;"deathsAdj_CVD";"Cardiovascular (all I)"
"219";"scale(perc_less_highschool)";0.919106706550428;0.0269302783710921;-3.13227552331122;0.00173457012564652;0.871837642257702;0.968846581099668;"Fixed Radius 100km";"deathsAdj_CVD.rsd";268.332097819539;190;-668.306882540483;1366.61376508097;1415.39786650167;153.414577910057;177;191;"deathsAdj_CVD";"Cardiovascular (all I)"
"220";"scale(perc_fonasa_AB)";1.04494924001365;0.0252123019705901;1.74392287299607;0.0811725395991791;0.994617822994473;1.0978601440459;"Fixed Radius 100km";"deathsAdj_CVD.rsd";268.332097819539;190;-668.306882540483;1366.61376508097;1415.39786650167;153.414577910057;177;191;"deathsAdj_CVD";"Cardiovascular (all I)"
"221";"scale(perc_fonasa_CD)";1.0228106088509;0.0144652870622874;1.55920422768292;0.118948050551683;0.994200411316146;1.05225563124424;"Fixed Radius 100km";"deathsAdj_CVD.rsd";268.332097819539;190;-668.306882540483;1366.61376508097;1415.39786650167;153.414577910057;177;191;"deathsAdj_CVD";"Cardiovascular (all I)"
"222";"scale(perc_overcrowding_medium)";1.05101744723814;0.0171419186451891;2.90274930094641;0.00369902616975856;1.01636636248761;1.08683956298177;"Fixed Radius 100km";"deathsAdj_CVD.rsd";268.332097819539;190;-668.306882540483;1366.61376508097;1415.39786650167;153.414577910057;177;191;"deathsAdj_CVD";"Cardiovascular (all I)"
"223";"scale(hr_anual)";0.991675022195681;0.0171686611500511;-0.486923464177315;0.626312570027482;0.958813808413485;1.02565823119343;"Fixed Radius 100km";"deathsAdj_CVD.rsd";268.332097819539;190;-668.306882540483;1366.61376508097;1415.39786650167;153.414577910057;177;191;"deathsAdj_CVD";"Cardiovascular (all I)"
"224";"scale(heating_degree_15_winter)";0.986828011210121;0.0238537797763836;-0.555866154129595;0.578302357316026;0.941730576029115;1.0340703231463;"Fixed Radius 100km";"deathsAdj_CVD.rsd";268.332097819539;190;-668.306882540483;1366.61376508097;1415.39786650167;153.414577910057;177;191;"deathsAdj_CVD";"Cardiovascular (all I)"
"225";"(Intercept)";0.000116206188311322;0.218672325088156;-41.4325153199919;0;7.55219435840232e-05;0.000177988193498999;"Fixed Radius 100km";"deathsAdj_LCA.rsd";179.045180094434;162;-349.168736538384;728.337473076768;774.74372608887;73.5873378407025;149;163;"deathsAdj_LCA";"LCA"
"226";"mp25_10um";1.12632051024413;0.0839379439662297;1.41719142225694;0.156426968976764;0.955877956227918;1.3283779712837;"Fixed Radius 100km";"deathsAdj_LCA.rsd";179.045180094434;162;-349.168736538384;728.337473076768;774.74372608887;73.5873378407025;149;163;"deathsAdj_LCA";"LCA"
"227";"scale(urbanDensity)";0.95119988012649;0.0261228399804121;-1.91522283436804;0.0554640916122383;0.903682093651964;1.00113022992454;"Fixed Radius 100km";"deathsAdj_LCA.rsd";179.045180094434;162;-349.168736538384;728.337473076768;774.74372608887;73.5873378407025;149;163;"deathsAdj_LCA";"LCA"
"228";"scale(perc_female)";0.92757518630234;0.0587177404715403;-1.28038687768812;0.200409106701533;0.827491038069427;1.04167756495294;"Fixed Radius 100km";"deathsAdj_LCA.rsd";179.045180094434;162;-349.168736538384;728.337473076768;774.74372608887;73.5873378407025;149;163;"deathsAdj_LCA";"LCA"
"229";"scale(perc_ethnicityOrig)";0.92467920334893;0.0555402676139289;-1.40993934987702;0.158557592259392;0.827530632549353;1.02889165155765;"Fixed Radius 100km";"deathsAdj_LCA.rsd";179.045180094434;162;-349.168736538384;728.337473076768;774.74372608887;73.5873378407025;149;163;"deathsAdj_LCA";"LCA"
"230";"scale(perc_rural)";0.960792874130408;0.0702946926371318;-0.568982142800683;0.569368258525565;0.836222989983359;1.10157139144963;"Fixed Radius 100km";"deathsAdj_LCA.rsd";179.045180094434;162;-349.168736538384;728.337473076768;774.74372608887;73.5873378407025;149;163;"deathsAdj_LCA";"LCA"
"231";"scale(perc_woodHeating)";0.846553845381476;0.0752041148736074;-2.21505791648651;0.02675608948466;0.7300977764538;0.980431169813476;"Fixed Radius 100km";"deathsAdj_LCA.rsd";179.045180094434;162;-349.168736538384;728.337473076768;774.74372608887;73.5873378407025;149;163;"deathsAdj_LCA";"LCA"
"232";"scale(log(income_median))";1.03498735895072;0.0534627878696383;0.643236434890368;0.520070694959057;0.932080714677904;1.14940990629329;"Fixed Radius 100km";"deathsAdj_LCA.rsd";179.045180094434;162;-349.168736538384;728.337473076768;774.74372608887;73.5873378407025;149;163;"deathsAdj_LCA";"LCA"
